business_id,business_postal_code,business_latitude,business_longitude,inspection_score,violation_id,violation_type,risk_category,neighborhoods,inspection_year,inspection_month,inspection_day
17762,94102,37.776593,-122.425017,94,103144,4,1,22,2019,5,8
64513,94132,37.720894,-122.478029,98,103144,4,1,42,2019,8,26
58574,94107,37.780527,-122.397922,96,103157,4,1,32,2019,7,3
7636,94124,37.729455,-122.386364,81,103129,3,2,86,2016,10,19
1203,94118,37.780834,-122.46659,83,103162,1,1,5,2019,8,14
27949,94121,37.775663,-122.497959,84,103154,1,1,8,2018,2,12
59727,94133,37.80824,-122.410189,86,103143,3,1,99,2016,12,27
3165,94121,37.776599,-122.478292,85,103114,1,3,8,2019,6,4
35786,94132,37.723054,-122.483612,92,103161,1,1,42,2017,2,10
2548,94118,37.786564,-122.451887,79,103124,1,2,11,2018,10,3
3016,94108,37.794154,-122.404765,62,103114,1,3,104,2016,11,14
4894,94117,37.771748,-122.433493,85,103161,1,1,26,2016,10,24
984,94116,37.742086,-122.498738,82,103120,2,2,39,2018,5,15
4935,94109,37.792854,-122.416114,81,103105,2,3,16,2016,10,20
32818,94112,37.708887,-122.452619,94,103123,1,2,66,2019,1,30
6660,94102,37.784408,-122.416614,92,103138,2,1,20,2017,5,1
32570,94133,37.796393,-122.408374,96,103119,3,2,104,2017,11,9
37882,94121,37.780087,-122.482596,86,103138,2,1,8,2018,3,16
2131,94123,37.800528,-122.438664,92,103144,4,1,17,2017,12,14
2063,94123,37.800248,-122.433053,84,103133,1,2,17,2018,7,31
38202,94134,37.727898,-122.403751,72,103124,1,2,91,2019,2,5
60387,94107,37.783155,-122.399647,94,103119,3,2,32,2018,11,15
39776,94110,37.761637,-122.419385,65,103103,2,3,53,2019,4,22
58673,94133,37.796973,-122.408504,83,103131,1,2,104,2017,1,3
7643,94112,37.712148,-122.452076,78,103161,1,1,66,2018,4,16
7664,94110,37.759045,-122.409726,93,103114,1,3,53,2017,9,14
9164,94105,37.787227,-122.40028,90,103149,1,1,32,2018,1,24
2356,94110,37.752634,-122.418486,85,103138,2,1,53,2017,11,27
59041,94102,37.7761,-122.421177,90,103119,3,2,21,2017,11,7
226,94111,37.799594,-122.400586,74,103133,1,2,77,2019,9,5
1005,94110,37.748855,-122.418134,84,103154,1,1,53,2018,1,22
35340,94134,37.724683,-122.41765,96,103116,2,2,92,2019,2,6
5959,94131,37.735264,-122.437679,98,103161,1,1,96,2019,2,28
5200,94110,37.760373,-122.411153,98,103161,1,1,53,2017,11,1
3495,94102,37.788134,-122.411817,84,103124,1,2,50,2016,12,30
33916,94103,37.777374,-122.407108,88,103129,3,2,32,2019,2,13
7711,94118,37.782784,-122.467028,74,103141,2,1,5,2018,7,26
2397,94117,37.769458,-122.451354,74,103147,3,1,25,2017,3,1
286,94102,37.784303,-122.409647,82,103156,4,1,20,2016,11,2
1347,94117,37.765778,-122.450184,92,103147,3,1,29,2018,11,6
33527,94115,37.782817,-122.432577,86,103154,1,1,97,2019,8,1
64346,94115,37.786951,-122.433362,73,103154,1,1,101,2018,6,15
1018,94110,37.758684,-122.418975,83,103124,1,2,53,2017,7,18
2428,94110,37.752634,-122.411658,88,103124,1,2,53,2019,3,20
884,94133,37.796463,-122.405224,92,103157,4,1,104,2017,12,6
32733,94110,37.757693,-122.421136,96,103129,3,2,53,2016,10,20
61,94133,37.80824,-122.410189,94,103133,1,2,99,2017,11,28
1734,94109,37.785182,-122.417409,70,103102,1,3,20,2019,2,26
240,94121,37.775663,-122.497949,77,103109,1,3,8,2018,7,12
2725,94123,37.801218,-122.425535,94,103145,2,1,17,2018,7,5
63757,94103,37.784317,-122.407563,85,103131,1,2,32,2017,3,29
4643,94118,37.782993,-122.462709,83,103107,2,3,5,2018,1,9
60210,94110,37.744012,-122.422264,86,103133,1,2,83,2019,4,1
811,94107,37.783954,-122.395699,58,103109,1,3,32,2019,3,26
33145,94133,37.807888,-122.414027,90,103157,4,1,99,2017,9,14
1144,94109,37.790324,-122.420664,92,103156,4,1,105,2018,8,28
1813,94102,37.788943,-122.410517,78,103119,3,2,50,2019,2,13
35702,94122,37.753954,-122.481866,79,103154,1,1,39,2016,11,22
39403,94124,37.73089,-122.392227,86,103161,1,1,87,2017,1,10
5862,94134,37.728088,-122.404921,91,103102,1,3,91,2017,2,21
6965,94133,37.795788,-122.408834,86,103131,1,2,104,2018,12,19
32654,94103,37.765553,-122.410779,77,103142,1,1,53,2019,1,9
2737,94103,37.774677,-122.404222,92,103119,3,2,32,2019,5,31
63940,94110,37.752813,-122.418496,85,103142,1,1,53,2019,8,7
61180,94102,37.787423,-122.407417,81,103154,1,1,19,2018,4,5
64154,94108,37.794457,-122.407896,88,103139,2,1,104,2019,1,2
4803,94134,37.730527,-122.404861,82,103120,2,2,91,2017,7,26
2437,94103,37.770748,-122.415137,85,103154,1,1,32,2019,9,16
38797,94115,37.785317,-122.433076,92,103153,2,1,101,2019,6,25
2622,94134,37.729408,-122.404391,64,103144,4,1,91,2019,1,24
2454,94110,37.758634,-122.416866,90,103157,4,1,53,2017,5,24
36570,94134,37.712166,-122.402934,85,103102,1,3,75,2016,12,17
3661,94110,37.764553,-122.421826,85,103124,1,2,53,2018,5,1
2716,94118,37.782888,-122.466101,88,103144,4,1,5,2017,10,16
16441,94134,37.728718,-122.404101,76,103131,1,2,91,2019,2,11
2004,94133,37.798178,-122.404484,69,103154,1,1,106,2019,4,8
1978,94121,37.775878,-122.494382,80,103120,2,2,8,2016,10,17
26149,94103,37.784317,-122.407563,92,103154,1,1,32,2018,5,16
73,94115,37.788932,-122.433895,92,103145,2,1,102,2019,7,11
4607,94108,37.795594,-122.408204,85,103132,2,2,104,2017,11,8
63493,94104,37.790053,-122.402586,83,103152,1,1,19,2019,6,13
2409,94103,37.765142,-122.419026,72,103116,2,2,53,2018,2,1
4544,94116,37.742403,-122.48979,92,103154,1,1,40,2019,6,5
2907,94117,37.775117,-122.452065,83,103129,3,2,12,2017,12,4
1065,94110,37.760487,-122.410662,81,103133,1,2,53,2017,9,6
63082,94123,37.797933,-122.428627,78,103116,2,2,15,2017,8,24
3951,94121,37.779962,-122.485087,79,103133,1,2,8,2017,9,20
4963,94118,37.786453,-122.452807,83,103129,3,2,11,2017,10,31
38808,94122,37.763603,-122.477497,74,103154,1,1,39,2017,7,11
3121,94108,37.790603,-122.405038,80,103103,2,3,19,2019,2,14
1005,94110,37.748855,-122.418134,86,103142,1,1,53,2018,9,19
38485,94116,37.742058,-122.498692,92,103138,2,1,39,2019,9,24
3456,94107,37.784557,-122.397932,71,103142,1,1,32,2018,2,8
1672,94105,37.792308,-122.393809,88,103124,1,2,108,2019,6,27
2619,94117,37.765538,-122.449887,85,103157,4,1,29,2018,2,6
7394,94124,37.734392,-122.390972,88,103162,1,1,87,2018,1,3
63287,94117,37.771682,-122.430427,65,103108,1,3,26,2017,6,12
33468,94102,37.776623,-122.424787,84,103144,4,1,22,2016,10,4
1837,94104,37.791139,-122.403716,88,103133,1,2,108,2018,10,30
18480,94108,37.795138,-122.406863,74,103133,1,2,104,2017,11,29
7691,94133,37.808494,-122.412,96,103142,1,1,99,2018,2,23
59838,94115,37.786988,-122.434074,92,103149,1,1,103,2019,2,11
2725,94123,37.801218,-122.425535,94,103120,2,2,17,2018,7,5
38073,94116,37.735568,-122.50293,94,103148,3,1,40,2018,1,18
61635,94104,37.792036,-122.402002,92,103153,2,1,108,2017,11,6
4702,94114,37.751664,-122.427688,94,103120,2,2,84,2019,8,5
2357,94110,37.752408,-122.418535,67,103142,1,1,53,2017,6,2
2469,94109,37.799143,-122.419317,98,103139,2,1,107,2018,4,5
62532,94103,37.766394,-122.421986,92,103119,3,2,53,2016,11,2
1366,94110,37.757436,-122.41888,80,103119,3,2,53,2018,10,25
11379,94117,37.774824,-122.436094,79,103109,1,3,23,2018,4,24
3862,94134,37.728458,-122.403991,65,103125,2,2,91,2019,3,11
37166,94103,37.781664,-122.404778,88,103120,2,2,32,2019,9,9
4753,94133,37.805286,-122.408075,98,103149,1,1,18,2018,2,15
5927,94134,37.729108,-122.418728,92,103119,3,2,92,2017,2,23
2144,94105,37.788286,-122.401543,92,103154,1,1,32,2017,12,12
3309,94109,37.787375,-122.421844,81,103131,1,2,100,2019,3,5
11610,94131,37.742129,-122.425006,90,103119,3,2,59,2016,12,27
1526,94115,37.791607,-122.434563,85,103116,2,2,102,2017,5,4
606,94121,37.781624,-122.492609,81,103119,3,2,8,2018,7,24
3607,94132,37.73017,-122.502535,96,103120,2,2,43,2017,8,18
4859,94112,37.709683,-122.457571,92,103138,2,1,66,2019,8,26
4656,94103,37.784247,-122.403989,96,103143,3,1,32,2016,10,11
38885,94117,37.775947,-122.445656,92,103119,3,2,97,2017,10,31
5855,94131,37.745674,-122.45085,88,103131,1,2,96,2016,11,2
2970,94108,37.795844,-122.405094,96,103143,3,1,104,2018,3,5
62551,94102,37.785648,-122.409497,92,103119,3,2,19,2019,4,12
3870,94110,37.743206,-122.421546,90,103131,1,2,83,2018,1,5
63893,94123,37.800028,-122.434864,88,103124,1,2,17,2018,5,17
3630,94117,37.772097,-122.430814,90,103131,1,2,26,2018,1,30
200,94107,37.760568,-122.387772,88,103116,2,2,55,2017,1,4
37882,94121,37.780087,-122.482596,86,103144,4,1,8,2019,3,11
10170,94133,37.800851,-122.411062,82,103114,1,3,107,2018,5,1
670,94123,37.801334,-122.424905,75,103119,3,2,17,2018,10,9
2352,94110,37.755013,-122.418665,92,103145,2,1,53,2019,7,22
3263,94112,37.721776,-122.43894,94,103138,2,1,80,2018,4,26
63576,94110,37.741333,-122.422603,92,103145,2,1,83,2019,5,14
3374,94102,37.787218,-122.408977,84,103124,1,2,19,2018,12,14
2684,94131,37.746759,-122.426995,84,103116,2,2,84,2019,1,7
1850,94111,37.800178,-122.401317,84,103133,1,2,77,2019,2,15
2252,94104,37.789064,-122.402861,84,103124,1,2,19,2017,12,15
34591,94124,37.741752,-122.388402,92,103154,1,1,86,2018,3,7
3796,94102,37.786314,-122.408697,87,103105,2,3,19,2019,7,10
1844,94133,37.798244,-122.406324,88,103133,1,2,106,2018,6,4
37658,94124,37.741597,-122.406398,88,103154,1,1,82,2018,6,12
24024,94115,37.785183,-122.432697,94,103124,1,2,101,2018,8,17
27964,94103,37.766408,-122.422055,91,103105,2,3,37,2018,5,7
2580,94103,37.773174,-122.40311,92,103149,1,1,32,2018,6,18
7755,94122,37.763448,-122.466344,92,103149,1,1,109,2017,8,16
5796,94127,37.730198,-122.466238,94,103139,2,1,63,2018,2,9
1036,94117,37.776944,-122.431444,85,103156,4,1,23,2018,5,15
64176,94118,37.780523,-122.47358,79,103144,4,1,5,2019,3,5
5988,94102,37.782703,-122.414527,96,103124,1,2,20,2017,2,16
5955,94112,37.709896,-122.448082,92,103120,2,2,58,2018,12,7
29428,94123,37.796989,-122.435873,92,103142,1,1,15,2017,5,31
63016,94114,37.748474,-122.429286,86,103124,1,2,84,2019,8,12
7055,94110,37.756385,-122.418816,75,103115,1,3,53,2018,7,11
63280,94116,37.742863,-122.479259,82,103120,2,2,40,2016,11,28
3924,94104,37.791151,-122.402403,87,103124,1,2,108,2019,2,27
34708,94110,37.738893,-122.414078,90,103144,4,1,83,2018,3,13
5033,94131,37.734619,-122.432379,86,103156,4,1,96,2017,1,4
4184,94134,37.714351,-122.424419,96,103149,1,1,73,2016,11,22
35199,94134,37.729254,-122.40426,79,103129,3,2,91,2017,1,3
60334,94112,37.727239,-122.432799,80,103124,1,2,90,2018,4,26
3707,94102,37.787983,-122.410397,91,103143,3,1,50,2019,3,21
5895,94107,37.761354,-122.404146,98,103157,4,1,54,2018,11,15
64454,94105,37.787925,-122.400953,82,103105,2,3,108,2018,12,13
32835,94122,37.752933,-122.505619,94,103154,1,1,39,2018,7,27
2610,94110,37.752284,-122.418928,90,103153,2,1,53,2016,10,17
48,94122,37.764013,-122.465749,87,103114,1,3,109,2018,10,11
64843,94117,37.771698,-122.433903,88,103144,4,1,26,2018,5,2
16751,94103,37.768654,-122.415586,84,103131,1,2,53,2019,8,1
34708,94110,37.738893,-122.414078,90,103157,4,1,83,2018,3,13
13831,94111,37.794543,-122.397037,83,103103,2,3,108,2017,11,15
33911,94118,37.783093,-122.460649,92,103145,2,1,5,2018,1,10
3677,94127,37.744876,-122.452425,94,103144,4,1,72,2018,7,18
59289,94121,37.782243,-122.479009,78,103103,2,3,8,2018,7,30
7600,94133,37.808494,-122.412,98,103145,2,1,99,2018,1,19
4718,94115,37.792455,-122.434474,83,103129,3,2,102,2019,9,30
34066,94115,37.785872,-122.437335,84,103129,3,2,103,2019,1,24
63615,94122,37.763368,-122.482262,94,103145,2,1,39,2017,1,10
7558,94118,37.782724,-122.46826,92,103139,2,1,5,2017,3,27
62765,94121,37.779984,-122.485229,83,103103,2,3,8,2016,11,16
1668,94124,37.742456,-122.405766,94,103120,2,2,82,2018,5,1
60628,94112,37.716165,-122.440572,92,103154,1,1,58,2019,5,21
6768,94118,37.777286,-122.461229,89,103133,1,2,5,2018,9,7
2109,94109,37.786354,-122.416628,86,103154,1,1,50,2019,6,6
2542,94109,37.795993,-122.423585,65,103156,4,1,102,2017,12,8
3112,94102,37.789228,-122.408844,80,103142,1,1,19,2017,8,17
5844,94131,37.751552,-122.456517,96,103122,1,2,111,2018,2,28
3032,94105,37.787227,-122.400269,98,103154,1,1,32,2019,2,28
2420,94110,37.752908,-122.408013,94,103154,1,1,53,2017,7,24
3586,94118,37.782113,-122.449171,83,103124,1,2,12,2019,8,5
3728,94105,37.785784,-122.399569,92,103161,1,1,32,2018,3,23
36494,94103,37.782368,-122.40743,91,103103,2,3,32,2018,2,5
1434,94114,37.751628,-122.429122,96,103120,2,2,84,2019,8,29
19076,94118,37.781153,-122.45936,65,103155,4,1,5,2017,6,26
63503,94102,37.784094,-122.409274,88,103138,2,1,20,2017,9,29
1193,94118,37.786754,-122.450476,96,103154,1,1,11,2018,2,6
5835,94115,37.783604,-122.430141,93,103114,1,3,97,2018,5,24
7407,94103,37.774722,-122.406761,92,103149,1,1,32,2018,5,10
63488,94112,37.722649,-122.435305,94,103148,3,1,90,2018,3,22
1296,94112,37.761743,-122.421492,85,103131,1,2,53,2019,9,10
5919,94118,37.777988,-122.446877,98,103157,4,1,97,2016,10,13
35221,94133,37.796026,-122.406202,90,103154,1,1,104,2019,7,9
2996,94105,37.789394,-122.390073,85,103142,1,1,30,2018,4,25
62179,94112,37.727111,-122.432926,90,103131,1,2,90,2019,5,23
4627,94116,37.743278,-122.471171,90,103133,1,2,44,2018,2,27
3031,94109,37.789944,-122.420595,79,103133,1,2,105,2017,8,7
10280,94102,37.782034,-122.419777,88,103131,1,2,21,2018,4,5
38564,94107,37.780914,-122.396389,74,103159,2,1,32,2017,1,23
1318,94121,37.780517,-122.477804,86,103105,2,3,5,2018,7,10
3165,94121,37.776599,-122.478292,77,103109,1,3,8,2018,5,7
155,94117,37.769303,-122.450724,90,103149,1,1,25,2018,8,21
2418,94110,37.752968,-122.407062,80,103154,1,1,53,2017,11,13
8882,94111,37.795225,-122.39377,87,103129,3,2,108,2019,3,14
7575,94115,37.786568,-122.429754,85,103109,1,3,101,2017,2,15
33468,94102,37.776623,-122.424787,80,103119,3,2,22,2017,7,24
6860,94109,37.799006,-122.418987,92,103144,4,1,107,2017,12,14
876,94121,37.781973,-122.48522,83,103144,4,1,8,2019,5,23
3221,94122,37.764108,-122.465512,90,103161,1,1,109,2018,6,8
7534,94105,37.792037,-122.397852,92,103144,4,1,108,2017,2,24
35805,94121,37.782008,-122.485732,65,103132,2,2,8,2017,3,20
1724,94115,37.786498,-122.430283,86,103133,1,2,101,2019,1,7
37405,94118,37.781278,-122.461312,70,103154,1,1,5,2019,6,20
36571,94121,37.781558,-122.493393,85,103102,1,3,8,2017,8,18
2593,94118,37.781268,-122.460842,90,103157,4,1,5,2018,11,15
3112,94102,37.789228,-122.408844,87,103103,2,3,19,2019,9,10
6032,94103,37.768904,-122.424466,92,103133,1,2,37,2018,4,10
2336,94109,37.790645,-122.420765,92,103161,1,1,105,2018,10,25
1323,94123,37.798528,-122.424394,94,103124,1,2,15,2017,11,27
34665,94131,37.734483,-122.433729,81,103133,1,2,96,2019,6,12
38258,94112,37.722898,-122.436086,75,103119,3,2,90,2017,8,8
2690,94110,37.745516,-122.420004,87,103103,2,3,83,2019,7,8
827,94112,37.721251,-122.437385,83,103120,2,2,90,2019,4,16
2858,94111,37.796918,-122.399864,87,103129,3,2,77,2019,3,7
4774,94107,37.78416,-122.389239,83,103120,2,2,31,2018,10,17
37038,94103,37.764693,-122.403699,94,103144,4,1,54,2017,1,31
2797,94109,37.785358,-122.421357,81,103103,2,3,100,2017,11,1
302,94109,37.786084,-122.417889,94,103131,1,2,20,2019,3,6
5805,94132,37.716156,-122.466248,90,103148,3,1,65,2019,2,22
538,94122,37.763343,-122.481809,88,103133,1,2,39,2018,12,5
7745,94133,37.805923,-122.41528,94,103139,2,1,99,2016,11,10
3630,94117,37.772097,-122.430814,90,103144,4,1,26,2018,1,30
17762,94102,37.776593,-122.425017,82,103149,1,1,22,2016,10,11
1870,94104,37.791198,-122.403737,86,103161,1,1,108,2019,6,18
5805,94132,37.716156,-122.466248,87,103148,3,1,65,2018,2,20
60355,94102,37.780994,-122.413637,74,103108,1,3,20,2019,7,15
10877,94118,37.783038,-122.462982,48,103133,1,2,5,2019,7,1
59577,94103,37.784848,-122.406892,85,103131,1,2,32,2018,3,2
1579,94133,37.802479,-122.411234,92,103120,2,2,106,2018,10,3
38442,94115,37.786578,-122.440096,71,103131,1,2,103,2019,4,30
1127,94104,37.792773,-122.403567,96,103129,3,2,108,2019,4,23
5144,94117,37.774873,-122.437804,92,103139,2,1,24,2018,7,18
315,94114,37.760954,-122.434935,84,103119,3,2,38,2018,7,23
121,94108,37.790643,-122.404676,90,103156,4,1,19,2018,5,14
59986,94117,37.776838,-122.438563,83,103144,4,1,97,2019,6,26
2409,94103,37.765142,-122.419026,72,103119,3,2,53,2018,2,1
3738,94118,37.777299,-122.463353,96,103161,1,1,5,2018,8,8
4708,94123,37.796828,-122.430234,96,103154,1,1,15,2017,5,12
5905,94123,37.801776,-122.43641,94,103147,3,1,17,2019,9,25
9164,94105,37.787227,-122.40028,92,103139,2,1,32,2019,5,13
874,94109,37.792093,-122.421024,96,103133,1,2,105,2019,2,22
63755,94133,37.80824,-122.410189,68,103142,1,1,99,2019,8,14
32925,94110,37.752073,-122.420939,78,103103,2,3,53,2017,8,10
58718,94115,37.786887,-122.440156,94,103131,1,2,103,2017,4,20
1973,94121,37.782169,-122.481942,69,103156,4,1,8,2016,10,13
38929,94110,37.752439,-122.41625,92,103119,3,2,53,2016,12,21
4449,94110,37.741317,-122.422687,83,103105,2,3,83,2017,12,18
4672,94122,37.763428,-122.480921,84,103154,1,1,39,2016,12,6
1932,94118,37.781138,-122.463931,87,103144,4,1,5,2017,11,30
20367,94112,37.730569,-122.429418,76,103109,1,3,94,2017,11,17
34858,94109,37.789518,-122.414409,86,103119,3,2,50,2019,7,1
7503,94111,37.795227,-122.39914,100,103124,1,2,108,2019,4,30
5252,94124,37.72608,-122.380207,84,103114,1,3,78,2017,1,23
59828,94102,37.783268,-122.410553,55,103124,1,2,20,2019,8,20
7772,94110,37.752549,-122.414425,92,103142,1,1,53,2017,11,17
37833,94122,37.76368,-122.473198,92,103132,2,2,109,2019,4,26
7461,94115,37.788708,-122.435704,98,103144,4,1,102,2018,2,6
4449,94110,37.741317,-122.422687,82,103119,3,2,83,2019,9,9
12768,94124,37.743419,-122.383536,90,103138,2,1,76,2017,11,20
59828,94102,37.783268,-122.410553,82,103157,4,1,20,2017,11,2
3738,94118,37.777299,-122.463353,91,103103,2,3,5,2017,8,21
18606,94115,37.782764,-122.432634,84,103157,4,1,97,2019,3,6
37688,94107,37.781127,-122.400109,94,103156,4,1,32,2019,6,4
7661,94110,37.757578,-122.410392,83,103119,3,2,53,2017,11,27
3496,94102,37.788227,-122.411727,92,103120,2,2,50,2016,12,2
62779,94107,37.780739,-122.395015,90,103124,1,2,31,2019,8,27
768,94107,37.763187,-122.388895,92,103154,1,1,55,2017,1,24
3072,94107,37.779522,-122.398104,90,103153,2,1,32,2018,2,8
463,94133,37.797828,-122.407444,88,103133,1,2,106,2018,4,23
7747,94112,37.71954,-122.438775,88,103162,1,1,80,2016,12,10
5801,94110,37.748264,-122.41197,96,103119,3,2,83,2019,2,19
32872,94102,37.788823,-122.411507,96,103139,2,1,50,2017,10,31
32919,94109,37.783559,-122.41595,70,103118,1,2,20,2018,5,1
64525,94122,37.764188,-122.463592,76,103144,4,1,109,2017,10,10
1641,94131,37.745974,-122.426856,77,103119,3,2,84,2017,6,27
39608,94121,37.775804,-122.49665,87,103131,1,2,8,2019,3,14
3868,94114,37.751268,-122.434992,89,103144,4,1,84,2019,6,6
17689,94105,37.787148,-122.400822,70,103144,4,1,32,2017,2,16
3645,94102,37.773415,-122.421598,90,103144,4,1,21,2017,11,2
2359,94110,37.751296,-122.418414,62,103133,1,2,53,2017,7,6
27350,94110,37.761965,-122.417948,75,103155,4,1,53,2019,6,27
2156,94107,37.762367,-122.397515,94,103144,4,1,54,2019,5,21
2234,94108,37.795118,-122.407083,83,103139,2,1,104,2016,10,18
1350,94118,37.782833,-122.46615,71,103102,1,3,5,2019,6,7
4598,94105,37.791424,-122.392468,90,103120,2,2,108,2017,1,24
58879,94133,37.800297,-122.409107,92,103138,2,1,106,2019,3,14
57755,94121,37.785711,-122.500155,90,103120,2,2,7,2018,4,25
38070,94114,37.767718,-122.429332,82,103149,1,1,28,2018,10,26
4762,94133,37.808616,-122.415779,94,103144,4,1,99,2018,6,11
1203,94118,37.780834,-122.46659,77,103132,2,2,5,2018,8,2
9679,94108,37.793598,-122.406097,63,103149,1,1,104,2018,6,8
19373,94124,37.737021,-122.390043,63,103105,2,3,86,2017,1,10
16329,94124,37.749798,-122.395962,80,103129,3,2,54,2019,8,6
4502,94134,37.727739,-122.403579,82,103119,3,2,91,2016,11,2
1831,94104,37.791278,-122.403748,81,103139,2,1,108,2018,10,31
5813,94114,37.74949,-122.43175,94,103144,4,1,84,2018,2,26
58628,94133,37.80824,-122.410189,90,103144,4,1,99,2017,11,1
3070,94107,37.775664,-122.399999,75,103133,1,2,32,2017,7,25
39119,94118,37.781148,-122.463762,90,103149,1,1,5,2019,6,26
5870,94103,37.776948,-122.406342,90,103139,2,1,32,2018,10,18
3211,94122,37.763503,-122.477748,86,103120,2,2,39,2018,9,5
18606,94115,37.782764,-122.432634,83,103114,1,3,97,2017,2,13
2924,94102,37.788954,-122.410467,82,103154,1,1,50,2016,12,7
35702,94122,37.753954,-122.481866,61,103109,1,3,39,2018,3,6
21101,94109,37.797492,-122.422144,96,103124,1,2,105,2017,12,15
6564,94103,37.774722,-122.406761,94,103154,1,1,32,2019,7,24
10990,94122,37.753623,-122.489929,84,103149,1,1,39,2016,11,14
480,94133,37.799058,-122.407217,80,103107,2,3,106,2017,10,16
2326,94103,37.765123,-122.417919,74,103124,1,2,53,2018,4,11
2233,94108,37.795564,-122.40809,87,103145,2,1,104,2017,11,8
2659,94110,37.739048,-122.416019,79,103103,2,3,83,2017,3,6
61856,94111,37.793424,-122.398168,94,103161,1,1,108,2018,5,23
2421,94110,37.752833,-122.408349,87,103157,4,1,53,2019,3,21
2733,94111,37.794563,-122.403766,85,103102,1,3,104,2019,3,20
18825,94114,37.751474,-122.430708,85,103154,1,1,84,2019,9,18
3895,94133,37.803984,-122.415453,84,103145,2,1,106,2019,4,22
2535,94115,37.789787,-122.434067,90,103154,1,1,102,2018,7,31
60737,94116,37.742579,-122.487112,92,103149,1,1,40,2019,5,29
1249,94110,37.753691,-122.418657,78,103161,1,1,53,2017,10,2
1778,94115,37.786498,-122.430283,91,103109,1,3,101,2018,9,27
5859,94134,37.720656,-122.405108,96,103144,4,1,91,2019,2,6
2945,94133,37.797868,-122.407194,94,103124,1,2,106,2017,12,6
2279,94121,37.780353,-122.477399,96,103142,1,1,5,2017,4,25
37792,94103,37.784848,-122.406892,96,103161,1,1,32,2018,2,28
1018,94110,37.758684,-122.418975,87,103161,1,1,53,2018,2,8
3743,94118,37.781233,-122.457185,90,103147,3,1,12,2019,6,5
134,94102,37.780247,-122.418974,93,103112,3,3,21,2017,2,14
33712,94108,37.793598,-122.406097,71,103149,1,1,104,2018,8,17
4685,94132,37.714204,-122.469193,87,103156,4,1,65,2017,6,15
854,94133,37.798914,-122.408885,79,103103,2,3,106,2018,4,18
3429,94133,37.805758,-122.412774,92,103139,2,1,99,2017,11,21
35828,94112,37.715986,-122.440039,74,103138,2,1,90,2017,10,31
3855,94103,37.769377,-122.41555,94,103139,2,1,53,2018,6,20
2256,94118,37.783058,-122.462502,89,103109,1,3,5,2017,1,18
7119,94110,37.752768,-122.410472,72,103114,1,3,53,2019,3,19
3655,94110,37.763245,-122.407607,96,103144,4,1,53,2018,3,16
61861,94103,37.772264,-122.407339,60,103157,4,1,32,2017,1,30
61823,94102,37.770184,-122.425728,83,103114,1,3,27,2017,11,2
1241,94116,37.742895,-122.477898,89,103114,1,3,40,2019,5,23
386,94110,37.736304,-122.424432,68,103119,3,2,61,2019,1,17
2716,94118,37.782888,-122.466101,78,103145,2,1,5,2018,9,17
1926,94121,37.782971,-122.496324,86,103119,3,2,7,2016,10,12
34181,94103,37.763287,-122.410325,92,103120,2,2,53,2018,3,26
3065,94107,37.783738,-122.398918,85,103154,1,1,32,2017,10,19
64213,94124,37.726,-122.401598,92,103149,1,1,86,2017,1,13
2709,94123,37.799684,-122.437106,84,103142,1,1,15,2018,5,1
5811,94110,37.753704,-122.420198,98,103161,1,1,53,2019,3,18
7997,94107,37.770938,-122.41051,94,103154,1,1,32,2019,8,1
18767,94122,37.763399,-122.479654,90,103161,1,1,39,2018,5,2
2648,94110,37.761836,-122.418296,83,103120,2,2,53,2019,7,25
7649,94110,37.757608,-122.409771,92,103154,1,1,53,2017,7,21
2352,94110,37.755013,-122.418665,90,103142,1,1,53,2018,7,19
3794,94102,37.787324,-122.409925,85,103131,1,2,50,2016,11,2
61514,94103,37.767907,-122.415584,88,103130,3,2,53,2019,2,15
816,94124,37.722374,-122.395841,85,103105,2,3,88,2017,1,17
62578,94108,37.794193,-122.406677,73,103139,2,1,104,2018,11,30
1734,94109,37.785182,-122.417409,81,103132,2,2,20,2017,6,16
286,94102,37.784303,-122.409647,82,103144,4,1,20,2016,11,2
3715,94110,37.764272,-122.421898,82,103119,3,2,37,2017,9,19
4787,94103,37.778033,-122.40943,82,103102,1,3,32,2019,4,26
2066,94109,37.792677,-122.421036,92,103141,2,1,105,2018,8,21
5227,94109,37.783845,-122.420429,96,103139,2,1,20,2017,11,29
22177,94117,37.778106,-122.451533,90,103144,4,1,12,2017,12,5
63413,94109,37.790798,-122.419214,90,103130,3,2,105,2018,5,22
64116,94110,37.752612,-122.420769,88,103118,1,2,53,2018,1,10
1111,94109,37.783713,-122.419357,87,103161,1,1,20,2018,6,5
62550,94102,37.785648,-122.409497,78,103120,2,2,19,2016,11,28
6018,94115,37.778233,-122.434677,96,103124,1,2,23,2018,7,11
64660,92672,37.769957,-122.447533,87,103139,2,1,25,2017,2,22
2427,94110,37.752728,-122.411122,89,103107,2,3,53,2018,1,9
10625,94108,37.790453,-122.403994,79,103105,2,3,19,2017,9,27
2542,94109,37.795993,-122.423585,65,103102,1,3,102,2017,12,8
4553,94123,37.799078,-122.427634,92,103120,2,2,15,2017,10,3
63413,94109,37.790798,-122.419214,94,103157,4,1,105,2017,10,30
13428,94107,37.776491,-122.394175,90,103152,1,1,34,2016,11,8
18310,94112,37.723782,-122.435446,78,103124,1,2,90,2019,8,19
